country,skyId,entityId,entityType
Papua New Guinea,UNG,128667164,AIRPORT
Philippines,CEB,95673597,AIRPORT
Philippines,CRK,95673327,AIRPORT
Philippines,MPH,128667778,AIRPORT
Philippines,TAG,95673598,AIRPORT
Philippines,PPS,95674098,AIRPORT
Philippines,TBH,128668519,AIRPORT
Pakistan,ISB,128667932,AIRPORT
Pakistan,LHE,128667890,AIRPORT
Pakistan,KHI,128667130,AIRPORT
Pakistan,MUX,128668859,AIRPORT
Pakistan,BHV,128668282,AIRPORT
Pakistan,UET,128667722,AIRPORT
Pakistan,SKT,128669011,AIRPORT
St. Pierre and Miquelon,FSP,128668585,AIRPORT
Saint Kitts and Nevis,NEV,128667862,AIRPORT
Saint Kitts and Nevis,SKB,128667457,AIRPORT
Guinea-Bissau,OXB,128668666,AIRPORT
Greece,ATH,95673624,AIRPORT
Greece,CFU,95674252,AIRPORT
Greece,HER,95674142,AIRPORT
Greece,JTR,95674144,AIRPORT
Greece,JMK,104120331,AIRPORT
Greece,EFL,95674407,AIRPORT
Austria,VIE,95673444,AIRPORT
Austria,SZG,95673492,AIRPORT
Austria,LNZ,95674060,AIRPORT
Austria,INN,95673493,AIRPORT
Austria,GRZ,95673952,AIRPORT
Austria,KLU,95673951,AIRPORT
Belgium,BRUS,27539565,CITY
Belgium,BRU,95565036,AIRPORT
Belgium,CRL,95565038,AIRPORT
Belgium,ANR,95565037,AIRPORT
Belgium,OST,95790303,AIRPORT
Belgium,LGG,95566275,AIRPORT
Belgium,KJK,129057114,AIRPORT
Russia,MOSC,27539438,CITY
Russia,SVO,114137841,AIRPORT
Russia,DME,128668012,AIRPORT
Russia,VKO,114093937,AIRPORT
Russia,ZIA,139174153,AIRPORT
Russia,RSH,128668984,AIRPORT
Russia,UUD,128669102,AIRPORT
Bulgaria,SOF,95673503,AIRPORT
Bulgaria,VAR,95673895,AIRPORT
Bulgaria,BOJ,95673896,AIRPORT
Bulgaria,PDV,128667840,AIRPORT
Saint Kitts and Nevis,NEV,128667862,AIRPORT
Saint Kitts and Nevis,SKB,128667457,AIRPORT
Hungary,BUD,95673439,AIRPORT
Hungary,DEB,128668340,AIRPORT
Hungary,PEV,129052799,AIRPORT
Hungary,SOB,128669019,AIRPORT
Croatia,ZAG,95673639,AIRPORT
Croatia,SPU,95674071,AIRPORT
Croatia,DBV,95674145,AIRPORT
Croatia,RJK,128667391,AIRPORT
Croatia,BWK,128668353,AIRPORT
Croatia,PUY,95674007,AIRPORT
Croatia,ZAD,95674072,AIRPORT
Hong Kong,HKG,128668132,AIRPORT
Guinea-Bissau,OXB,128668666,AIRPORT
Guinea-Bissau,CKY,128668164,AIRPORT
Guinea-Bissau,GN,29475364,COUNTRY
Guinea-Bissau,GQ,29475353,COUNTRY
Guinea-Bissau,PG,29475337,COUNTRY
Guinea-Bissau,POM,99539646,AIRPORT
Guinea-Bissau,SOQ,128669023,AIRPORT
Suomi,TKU,95674075,AIRPORT
Spain,MAD,95565077,AIRPORT
Spain,BCN,95565085,AIRPORT
Spain,AGP,95565095,AIRPORT
Spain,POS,104120358,AIRPORT
Spain,PMI,95565111,AIRPORT
Spain,VLC,95565090,AIRPORT
Spain,ILD,95566289,AIRPORT
Ukraine,KIEV,27542803,CITY
Ukraine,IEV,128668127,AIRPORT
Ukraine,KBP,114119956,AIRPORT
Ukraine,ODS,114061071,AIRPORT
Ukraine,LWO,95673633,AIRPORT
Ukraine,DNK,128667283,AIRPORT
Ukraine,KHE,128668732,AIRPORT
Dominican Republic,PUJ,95673339,AIRPORT
Dominican Republic,SDQA,27543019,CITY
Dominican Republic,SDQ,95673336,AIRPORT
Dominican Republic,JBQ,129055514,AIRPORT
Dominican Republic,POP,95673704,AIRPORT
Dominican Republic,STI,95673703,AIRPORT
Dominican Republic,LRM,95673337,AIRPORT
Denmark,CPH,95673519,AIRPORT
Denmark,BLL,95673989,AIRPORT
Denmark,AAL,95673990,AIRPORT
Denmark,AAR,95673987,AIRPORT
Denmark,EBJ,128668427,AIRPORT
Denmark,SGD,128667066,AIRPORT
Denmark,KRP,95673988,AIRPORT
Djibouti,JIB,128668704,AIRPORT
Germany,BER,95673383,AIRPORT
Germany,FRAN,27541706,CITY
Germany,FRA,95673652,AIRPORT
Germany,HHN,95673548,AIRPORT
Germany,KSF,128668756,AIRPORT
Germany,FKB,104120238,AIRPORT
Germany,ERF,128668007,AIRPORT
Czechia,PRG,95673502,AIRPORT
Czechia,BRQ,95673836,AIRPORT
Czechia,OSR,128668913,AIRPORT
Czechia,PED,128667204,AIRPORT
Czechia,JCL,218039813,AIRPORT
Cyprus,LCA,95674028,AIRPORT
Cyprus,PFO,95674029,AIRPORT
Cyprus,ECN,95674027,AIRPORT
Thailand,TH,29475320,COUNTRY
Thailand,BKKT,27536671,CITY
Thailand,BKK,95673349,AIRPORT
Thailand,DMK,95673350,AIRPORT
Thailand,HKT,104120378,AIRPORT
Thailand,USM,128667681,AIRPORT
Thailand,ROI,95674122,AIRPORT
Thailand,HGN,104120382,AIRPORT
Eswatini,SHO,129053507,AIRPORT
Switzerland,ZRH,95673856,AIRPORT
Switzerland,GVA,95674055,AIRPORT
Switzerland,BSL,128668192,AIRPORT
Switzerland,BRN,95673858,AIRPORT
Switzerland,SIR,129055632,AIRPORT
Switzerland,ACH,128668188,AIRPORT
South Sudan,JUB,128668713,AIRPORT
Cocos (Keeling) Islands,CCK,128668107,AIRPORT
Slovakia,BTS,95673445,AIRPORT
Slovakia,KSC,104120247,AIRPORT
Slovakia,TAT,129055553,AIRPORT
Slovakia,PZY,129053340,AIRPORT
Sweden,STOC,27539477,CITY
Sweden,ARN,95673495,AIRPORT
Sweden,NYO,95673496,AIRPORT
Sweden,BMA,104120230,AIRPORT
Sweden,VST,128669121,AIRPORT
Sweden,GOT,95673736,AIRPORT
Sweden,PJA,129053636,AIRPORT
Belarus,MSQ,128667100,AIRPORT
Belarus,BQT,129051949,AIRPORT
Belarus,GME,128668603,AIRPORT
Belarus,VTB,129053445,AIRPORT
Belarus,MVQ,129054326,AIRPORT
Poland,KRK,95673613,AIRPORT
Poland,WARS,27547454,CITY
Poland,WAW,95673438,AIRPORT
Poland,WMI,128667439,AIRPORT
Poland,POZ,128667756,AIRPORT
Poland,GDN,95673773,AIRPORT
Poland,LUZ,128667945,AIRPORT
